,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
94,"Brand New House and Lot for Sale Quezon City, Capitol Homes","Matandang Balara, Quezon City",House and Lot,Bungalow,141,850,5,5,5,120.9899674,14.60932624,,106741541.4,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-quezon-city-capit-165951652341.html,Quezon City,850,663,118
95,Quezon City at Capitol Homes House and Lot!,"Matandang Balara, Quezon City",Townhouse,End,61,850,5,5,5,120.9945816,14.62552046,,106741541.4,https://www.lamudi.com.ph/2-storey-house-and-lot-for-sale-in-quezon-city-at-165951662234.html,Quezon City,850,663,163
96,House and Lot For Sale White Plains Quezon City with Pool,"White Plains, Quezon City",House and Lot,Two-storey,149,549,3,5,4,120.9925222,14.55106605,,68942477.89,https://www.lamudi.com.ph/house-and-lot-for-sale-white-plains-quezon-city-wi-165841585738.html,Quezon City,549,579,172
97,"Quezon City Brand New house for Sale at Ayala Heights Subd, near La Vista, LGV","Matandang Balara, Quezon City",Condominium,Studio,50,900,8,6,6,121.0295515,14.5767212,,113020455.6,https://www.lamudi.com.ph/quezon-city-brand-new-house-for-sale-at-ayala-heig-165837616836.html,Quezon City,900,510,193
98,"For Sale 1 Bedroom in Quezon City: Glam Residences,EDSA GMA Kamuning -PreSelling","Kamuning, Quezon City",Condominium,2BR,67,24,,1,1,120.9574943,14.57764381,Glam Residences,3013878.815,https://www.lamudi.com.ph/for-sale-1-bedroom-in-quezon-city-glam-residences-165871863559.html,Quezon City,24,,197
99,Ayala Heights Subdivision Brand New House for Sale Quezon City Nr.Commonwealth,"Matandang Balara, Quezon City",Townhouse,Inner,145,900,,6,6,120.9992688,14.57255526,,113020455.6,https://www.lamudi.com.ph/ayala-heights-subdivision-brand-new-house-for-sale-165830957650.html,Quezon City,900,510,122
100,"Ayala Heights Subdivision House and Lot for Sale Quezon City Nr. Libis, Eastwood","Matandang Balara, Quezon City",Commercial,Retail,172,900,8,6,6,121.0085593,14.62777849,,113020455.6,https://www.lamudi.com.ph/ayala-heights-subdivision-house-and-lot-for-sale-q-16588022799.html,Quezon City,900,510,124
101,"Brand New House and Lot for Sale in Quezon City, Ayala Heights Subdivision!","Matandang Balara, Quezon City",Commercial,Office,98,900,8,6,6,121.0456908,14.57745947,,113020455.6,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-quezon-city-ay-165880224417.html,Quezon City,900,510,158
102,For Sale: Ferndale Villas 3 Bedroom Corner Unit Townhouse,"Pasong Tamo, Quezon City",House and Lot,Two-storey,191,172,2,3,3,120.9865405,14.6161209,,21599464.84,https://www.lamudi.com.ph/for-sale-ferndale-villas-3-bedroom-corner-unit-tow-165958031881.html,Quezon City,172,128,172
103,"357 sq. meters Commercial/Residential Lot For Sale in Diliman, Quezon City","Diliman, Quezon City",Commercial,Retail,120,,,,,120.9729715,14.59404907,,,https://www.lamudi.com.ph/357-sq-meters-residential-lot-for-sale-in-diliman-quezon-city.html,Quezon City,,357,141
104,"567.80 sq. meters Commercial/Residential Lot For Sale in Diliman, Quezon City","Diliman, Quezon City",Townhouse,End,178,,,,,120.979583,14.59131299,,,https://www.lamudi.com.ph/567-80-sq-meters-residential-lot-for-sale-in-diliman-quezon-city.html,Quezon City,,567.8,139
105,2 bedroom with parking at Celandine Place in Quezon City,"Balingasa, Quezon City",Condominium,Studio,130,48,,2,1,120.9920371,14.61853906,Celandine Place,6027757.629,https://www.lamudi.com.ph/2-bedroom-with-parking-at-celandine-place-in-quezo-165874523689.html,Quezon City,48,,132
106,Brand New Townhouse for Sale in New Manila 5BR 5 T&B 6 parking,"New Manila, Quezon City",House and Lot,Two-storey,76,800,6,5,5,120.959491,14.61665111,,100462627.2,https://www.lamudi.com.ph/brand-new-townhouse-for-sale-in-new-manila-5br-5-t-b-6-parking.html,Quezon City,800,245,116
107,"For Sale Whiteplains Lot w/ Old House (Selling Lot Value), Quezon City","White Plains, Quezon City",House and Lot,Bungalow,134,,,,,121.0479928,14.5628534,,,https://www.lamudi.com.ph/for-sale-whiteplains-lot-with-old-house-selling-at-lot-value-quezon-city.html,Quezon City,,576,175
108,1 Bedroom Condo Unit For Sale in Eastwood City,"Eastwood City, Quezon City",Townhouse,End,176,36,,1,1,121.0579794,14.58139504,One Eastwood Avenue,4520818.222,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-eastwood-city.html,Quezon City,36,,156
109,"For Sale: House and Lot in Project 4 along  J.P. Rizal, Quezon City","Project 4, Quezon City",Commercial,Office,129,300,2,11,9,121.0017993,14.58696332,,37673485.18,https://www.lamudi.com.ph/for-sale-house-and-lot-in-project-4-along-j-p-rizal-quezon-city.html,Quezon City,300,367.5,163
110,"Huge Prime Commercial Lot for Sale in Quezon City Along EDSA, Balintawak Nr.NLEX",Quezon City,House and Lot,Bungalow,82,,,,,120.9742661,14.62865749,,,https://www.lamudi.com.ph/huge-prime-commercial-lot-for-sale-in-quezon-city-along-edsa-balintawak-nr-nlex.html,Quezon City,,1867,100
111,Tivoli Royale 4 Bedroom 4BR Modern House for Sale Quezon City Nr. Batasan Hills,"Batasan Hills, Quezon City",Condominium,Studio,98,850,4,4,5,121.0436204,14.55383328,,106741541.4,https://www.lamudi.com.ph/tivoli-royale-4-bedroom-4br-modern-house-for-sale-quezon-city-nr-batasan-hills.html,Quezon City,850,364,102
112,"Single Detached 2-Storey House For Sale in Tivoli Royale, Quezon City","Matandang Balara, Quezon City",Condominium,2BR,50,850,4,4,5,120.9970204,14.58643075,,106741541.4,https://www.lamudi.com.ph/single-detached-2-storey-house-for-sale-in-tivoli-royale-quezon-city.html,Quezon City,850,364,142
113,"Brand New 4 Bedroom House for Sale Quezon City, Tivoli Royale Nr. Batasan Hills","Batasan Hills, Quezon City",Condominium,2BR,30,850,4,4,5,120.9951509,14.55155569,,106741541.4,https://www.lamudi.com.ph/brand-new-4-bedroom-house-for-sale-quezon-city-tivoli-royale-nr-batasan-hills.html,Quezon City,850,364,123
114,"Tivoli Royale 2-Storey House for Sale in Quezon City Nr. Batasan Hills, Diliman","Matandang Balara, Quezon City",House and Lot,Bungalow,165,850,4,4,5,121.0412666,14.60413013,,106741541.4,https://www.lamudi.com.ph/tivoli-royale-2-storey-house-for-sale-in-quezon-city-nr-batasan-hills-diliman.html,Quezon City,850,364,133
115,Tivoli Royale | Brand New Four 4 Bedroom House and Lot for Sale in Quezon City,"Batasan Hills, Quezon City",House and Lot,Bungalow,38,850,4,4,5,121.0067892,14.61693674,,106741541.4,https://www.lamudi.com.ph/tivoli-royale-brand-new-four-4-bedroom-house-and-lot-for-sale-in-quezon-city.html,Quezon City,850,364,117
116,"690sqm Residential Lot for Sale in Panay Avenue, Quezon City","Panay Avenue, Quezon City",House and Lot,Bungalow,34,,,,,121.0193268,14.57985872,,,https://www.lamudi.com.ph/690sqm-residential-lot-for-sale-in-panay-avenue-quezon-city.html,Quezon City,,690,165
117,3 BR House and Lot in Q.C near Commonwealth,"Bagong Silangan, Quezon City",Townhouse,Inner,59,115,1,3,2,121.0216298,14.62608183,,14441502.65,https://www.lamudi.com.ph/3-br-house-and-lot-in-q-c-near-commonwealth.html,Quezon City,115,72,115
118,"Tivoli Royale Brand New 4 Bedroom House Quezon City Nr. Batasan Hills, Diliman","Matandang Balara, Quezon City",Townhouse,End,15,850,,4,5,120.9908411,14.62073578,,106741541.4,https://www.lamudi.com.ph/tivoli-royale-brand-new-4-bedroom-house-quezon-city-nr-batasan-hills-diliman.html,Quezon City,850,364,127
119,Loyola Grand Villas House and lot for Sale,"Loyola Heights, Quezon City",Commercial,Retail,116,490,,3,3,120.9661311,14.60062589,,61533359.13,https://www.lamudi.com.ph/loyola-grand-villas-house-and-lot-for-sale-4.html,Quezon City,490,500,121
120,70sqm 2 bedroom unit @26k/month! (preselling by DMCI Homes) near CUBAO QC,"Project 4, Quezon City",Commercial,Office,119,70,,2,1,120.9847255,14.58263397,The Oriana,8790479.876,https://www.lamudi.com.ph/70sqm-2-bedroom-unit-26k-month-preselling-by-dmci-homes-near-cubao-qc.html,Quezon City,70,,198
121,"Rent to Own Quezon City Condo 2BR.14,500 a mo. Near SM Fairview","Novaliches, Quezon City",House and Lot,Two-storey,140,33.09,,2,1,120.9667508,14.61033103,San Benissa Garden Villas,4155385.416,https://www.lamudi.com.ph/rent-to-own-quezon-city-condo-2br-14-500-a-mo-near-sm-fairview.html,Quezon City,33.09,,199
122,Blue Ridge A Corner Lot for Sale in Quezon City  with Old house C5 Road,"Blue Ridge A, Quezon City",Commercial,Retail,75,,,,,120.9830064,14.58209772,,,https://www.lamudi.com.ph/blue-ridge-a-corner-lot-for-sale-in-quezon-city-wi-165831364742.html,Quezon City,,1075.5,144
123,"Brand New Commercial/Residential 4Storey Building for Sale in Novaliches, QC!","Novaliches, Quezon City",Commercial,Retail,75,1700,,,,120.9710874,14.59195168,,213483082.7,https://www.lamudi.com.ph/brand-new-commercial-residential-4storey-building-for-sale-in-novaliches-qc.html,Quezon City,1700,400,153
124,"Good Buy! 2 Prime Vacant Lots For Sale in Ayala Heights,Quezon City Near Batasan","Matandang Balara, Quezon City",Commercial,Retail,148,,,,,120.9624266,14.59408403,,,https://www.lamudi.com.ph/good-buy-2-prime-vacant-lots-for-sale-in-ayala-heights-quezon-city-near-batasan.html,Quezon City,,450,160
125,"Varsity Hills Village, Loyola Heights Quezon City House for Sale","Loyola Heights, Quezon City",House and Lot,Bungalow,59,450,,4,2,121.0113803,14.59924719,,56510227.78,https://www.lamudi.com.ph/varsity-hills-village-loyola-heights-quezon-city-house-for-sale.html,Quezon City,450,800,100
126,Stylish Condo Unit in Aurora Boulevard 1 bedroom for sale,"Kaunlaran, Quezon City",Commercial,Office,126,40,,1,1,120.9967571,14.56406011,The Magnolia Residences,5023131.358,https://www.lamudi.com.ph/stylish-condo-unit-in-aurora-boulevard-1-bedroom-for-sale.html,Quezon City,40,,123
127,RENT TO OWN  5% TO MOVE IN AT EASTWOOD GLOBAL PLAZA 3BEDROOM 22N 89.50SQM,"Libis, Quezon City",House and Lot,Two-storey,93,89,,3,3,120.9881779,14.58499756,Eastwood Global Plaza Luxury Residence,11176467.27,https://www.lamudi.com.ph/rent-to-own-5-to-move-in-at-eastwood-global-plaza-3bedroom-22n-89-50sqm.html,Quezon City,89,,89
128,"Rent To Own in Eastwood City, Quezon City 1-Bedroom Corner Unit 50sqm For Sale","Libis, Quezon City",Townhouse,End,14,50,,1,1,120.9910571,14.60079237,Eastwood Global Plaza Luxury Residence,6278914.197,https://www.lamudi.com.ph/rent-to-own-in-eastwood-city-quezon-city-1-bedroom-corner-unit-50sqm-for-sale.html,Quezon City,50,,148
129,"Lot for Sale in Quezon City, Tivoli Royale, Clean title Nr. Commonwealth, Libis","Matandang Balara, Quezon City",Commercial,Office,175,,,,,121.0362503,14.62937496,,,https://www.lamudi.com.ph/lot-for-sale-in-quezon-city-tivoli-royale-clean-title-nr-commonwealth-libis.html,Quezon City,,340,123
130,Lot for Sale in Quezon City 2 Adjacent Vacant Lot Tivoli Royale Nr.Batasan Hills,"Matandang Balara, Quezon City",Townhouse,End,141,,,,,121.0197199,14.60542432,,,https://www.lamudi.com.ph/lot-for-sale-in-quezon-city-2-adjacent-vacant-lot-tivoli-royale-nr-batasan-hills.html,Quezon City,,680,180
131,"Residential Lot For Sale in Tierra Pura, Quezon City, Metro Manila","Tandang Sora, Quezon City",Condominium,Studio,101,,,,,121.0581066,14.60159983,,,https://www.lamudi.com.ph/residential-lot-for-sale-in-tierra-pura-quezon-city-metro-manila.html,Quezon City,,499,146
132,"For Sale: 2 Bedroom Unit at Regalia Tower 2, Cubao, Quezon City","Socorro, Quezon City",Condominium,Penthouse,197,67,,2,1,121.0442478,14.58425338,Regalia Tower 2,8413745.024,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-at-regalia-tower-2-cubao-quezon-city.html,Quezon City,67,,189
133,"For Sale Brand New House and Lot in Quezon City, Capitol Homes!","Matandang Balara, Quezon City",Townhouse,Inner,53,850,5,5,5,120.9574823,14.62578316,,106741541.4,https://www.lamudi.com.ph/for-sale-brand-new-5br-spacious-house-in-capitol-homes-quezon-city.html,Quezon City,850,663,168
134,"4 Bedroom High Ceiling condo for sale near ICA, Xavier and Greenhills, QC","Kaunlaran, Quezon City",Townhouse,Inner,137,362,3,4,4,121.043251,14.62466228,SkyVillas at One Balete,45459338.79,https://www.lamudi.com.ph/4-bedroom-high-ceiling-condo-for-sale-near-ica-xavier-and-greenhills-qc.html,Quezon City,362,,104
135,"2 Adjacent Vacant Lot for Sale in Quezon City, Ayala Heights, Nr. Batasan Hill","Ayala Heights, Quezon City",Condominium,Penthouse,174,,,,,121.0533191,14.6203701,,,https://www.lamudi.com.ph/2-adjacent-vacant-lot-for-sale-in-quezon-city-ayala-heights-nr-batasan-hill.html,Quezon City,,450,185
136,"450 sqm High End Residential Lot for Sale in Quezon City, Ayala Heights Nr.Libis","Matandang Balara, Quezon City",House and Lot,Bungalow,93,,,,,121.0515666,14.60118124,,,https://www.lamudi.com.ph/450-sqm-high-end-residential-lot-for-sale-in-quezon-city-ayala-heights-nr-libis.html,Quezon City,,450,178
137,"Clean title Vacant Lot for sale in Quezon City, Ayala Heights Nr. Commonwealth","Matandang Balara, Quezon City",House and Lot,Two-storey,136,,,,,120.9617184,14.55349797,,,https://www.lamudi.com.ph/clean-title-vacant-lot-for-sale-in-quezon-city-ayala-heights-nr-commonwealth.html,Quezon City,,450,130
138,"Ayala Heights Vill. Adjacent lot for Sale in Quezon City Nr.Batasan Hills,Libis","Matandang Balara, Quezon City",Condominium,2BR,144,,,,,121.0205693,14.57054261,,,https://www.lamudi.com.ph/ayala-heights-vill-adjacent-lot-for-sale-in-quezon-city-nr-batasan-hills-libis.html,Quezon City,,450,149
139,"680 sqm Vacant Lot for Sale in Tivoli Royale, Quezon City Nr. Commonwealth,Libis","Matandang Balara, Quezon City",Condominium,1BR,93,,,,,121.0162094,14.6145001,,,https://www.lamudi.com.ph/680-sqm-vacant-lot-for-sale-in-tivoli-royale-quezon-city-nr-commonwealth-libis.html,Quezon City,,680,197
140,"Prime 2 Vacant Lot for Sale in Tivoli Royale Nr.Libis,Commonwealth,Batasan Hills","Matandang Balara, Quezon City",Townhouse,End,177,,,,,120.9999856,14.61828436,,,https://www.lamudi.com.ph/prime-2-vacant-lot-for-sale-in-tivoli-royale-nr-libis-commonwealth-batasan-hills.html,Quezon City,,680,183
141,"Adjacent Lot for Sale Quezon City, Tivoli Royale Nr. Batasan Hills, Commonwealth","Batasan Hills, Quezon City",Condominium,Penthouse,118,,,,,120.9763773,14.58166938,,,https://www.lamudi.com.ph/adjacent-lot-for-sale-quezon-city-tivoli-royale-nr-batasan-hills-commonwealth.html,Quezon City,,680,200
142,"Tivoli Royale Combined Lot for Sale in Quezon City Near Commonwealth, Libis","Matandang Balara, Quezon City",House and Lot,Two-storey,35,,,,,121.0472135,14.58228453,,,https://www.lamudi.com.ph/tivoli-royale-combined-lot-for-sale-in-quezon-city-near-commonwealth-libis.html,Quezon City,,680,160
143,1 Bedroom condominium w/ balcony for sale  Quezon City !!,"Socorro, Quezon City",Commercial,Retail,170,28.8,,1,1,121.0320054,14.58897434,Vivaldi Residences,3616654.578,https://www.lamudi.com.ph/1-bedroom-condominium-w-balcony-for-sale-quezon-city.html,Quezon City,28.8,,197
144,"1 Bedroom Condo for Sale Mother Ignacia St., Diliman Quezon City","Diliman, Quezon City",House and Lot,Two-storey,176,40,,1,1,121.0379164,14.57529342,,5023131.358,https://www.lamudi.com.ph/1-bedroom-condo-for-sale-mother-ignacia-st-diliman-quezon-city.html,Quezon City,40,,161
145,Commercial Lot For Sale in Fairview Quezon City.  Near SM Fairview,"Fairview, Quezon City",Commercial,Retail,182,,,,,120.9835754,14.58187443,,,https://www.lamudi.com.ph/commercial-lot-for-sale-in-fairview-quezon-city-near-sm-fairview.html,Quezon City,,549,156
146,"4-Storey  Commercial Building for Sale in White Plains, Quezon City","White Plains, Quezon City",Commercial,Office,149,1800,14,,,121.0167979,14.60505723,,226040911.1,https://www.lamudi.com.ph/4-storey-commercial-building-for-sale-in-white-plains-quezon-city.html,Quezon City,1800,417,178
147,"2 Bedroom Condominium for Rush Sale in One Castilla Place, Quezon City!","Valencia, Quezon City",Commercial,Retail,125,54,,2,1,120.9806681,14.55845208,One Castilla Place,6781227.333,https://www.lamudi.com.ph/2-bedroom-condominium-for-rush-sale-in-one-castilla-place-quezon-city.html,Quezon City,54,,140
148,"Good Buy! Well Maintained 3-Storey House and Lot for Sale in Diliman,Quezon City","Diliman, Quezon City",House and Lot,Bungalow,153,900,,4,4,120.9959931,14.55420726,,113020455.6,https://www.lamudi.com.ph/good-buy-well-maintained-3-storey-house-and-lot-for-sale-in-diliman-quezon-city.html,Quezon City,900,405,188
149,For Sale Furnished 1BR with Parking at One Orchard Road in Eastwood Libis QC,"Bagumbayan, Quezon City",Townhouse,End,172,36.5,1,1,1,120.9773856,14.59318472,One Orchard Road,4583607.364,https://www.lamudi.com.ph/for-sale-furnished-1br-with-parking-at-one-orchard-road-in-eastwood-libis-qc.html,Quezon City,36.5,,194
150,"Brand New Single Detached Modern House for Sale in Quezon City, Capitol Homes","Matandang Balara, Quezon City",Commercial,Retail,186,850,5,5,5,120.9703607,14.6118896,,106741541.4,https://www.lamudi.com.ph/brand-new-single-detached-modern-house-for-sale-in-quezon-city-capitol-homes.html,Quezon City,850,663,108
151,"Capitol Homes 2-Storey Modern House for Sale Quezon City Nr. Libis, Commonwealth","Matandang Balara, Quezon City",Condominium,Studio,178,850,5,5,5,121.0378389,14.59236067,,106741541.4,https://www.lamudi.com.ph/capitol-homes-2-storey-modern-house-for-sale-quezon-city-nr-libis-commonwealth.html,Quezon City,850,663,134
152,Tivoli Royale Prime 2 Adjacent Lot for Sale in Quezon City near Commonwealth,"Matandang Balara, Quezon City",Condominium,2BR,147,,,,,120.9726534,14.59990814,,,https://www.lamudi.com.ph/tivoli-royale-prime-2-adjacent-lot-for-sale-in-quezon-city-near-commonwealth.html,Quezon City,,340,139
153,"340 sqm Clean title Vacant Lot for Sale in Tivoli Royale, Quezon City Nr.Batasan","Matandang Balara, Quezon City",Commercial,Office,139,,,,,121.0009672,14.60184913,,,https://www.lamudi.com.ph/340-sqm-clean-title-vacant-lot-for-sale-in-tivoli-royale-quezon-city-nr-batasan.html,Quezon City,,340,144
154,3 Storey Sleek House and Lot for Sale in Filinvest 2 Batasan Hills Quezon City,"Bagong Silangan, Quezon City",Townhouse,End,114,443,3,4,5,121.0105774,14.59048018,,55631179.79,https://www.lamudi.com.ph/3-storey-sleek-house-and-lot-for-sale-in-filinvest-2-batasan-hills-quezon-city.html,Quezon City,443,267,181
155,Expansive Prime Commercial Lot for Sale in Quezon City Near Greenhills,"Valencia, Quezon City",Condominium,1BR,27,,,,,121.0437429,14.5536931,,,https://www.lamudi.com.ph/expansive-prime-commercial-lot-for-sale-in-quezon-city-near-greenhills.html,Quezon City,,1695,119
